doc_id,item,category,amount,price,discount
OXB-66716,Гель для посуды Fairy 900мл,Бытовая химия,5,189.0,0.0
OXB-66716,Корзина для белья плетёная,Хозтовары,5,699.0,0.0
OXB-66716,Органайзер для специй,Кухонные аксессуары,4,299.0,29.9
OXB-66716,Плед флисовый 150x200,Текстиль,4,799.0,79.9
OXB-66716,Дозатор для мыла пластик,Хозтовары,1,149.0,0.0
OXB-66716,Скатерть клетчатая 140x180,Текстиль,5,449.0,67.35
XGA-85572,Ведро с отжимом 10л,Хозтовары,3,449.0,0.0
XZP-18854,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,19.35
XZP-18854,Дозатор для мыла пластик,Хозтовары,5,149.0,0.0
XZP-18854,Подушка силиконовая 70x70,Текстиль,5,599.0,0.0
XZP-18854,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
GJD-73674,Тарелка суповая 500мл,Посуда,4,89.0,0.0
NCW-13597,Ведро с отжимом 10л,Хозтовары,4,449.0,0.0
NCW-13597,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,0.0
NCW-13597,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,9.9
NCW-13597,Порошок стиральный Ariel 3кг,Бытовая химия,3,549.0,82.35
NCW-13597,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
NCW-13597,Кастрюля 5л нержавейка,Посуда,3,999.0,149.85
END-68806,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
END-68806,Порошок стиральный Ariel 3кг,Бытовая химия,2,549.0,82.35
END-68806,Диспенсер для пакетов,Кухонные аксессуары,2,99.0,0.0
END-68806,Швабра с насадкой микрофибра,Хозтовары,1,599.0,89.85
MXG-56838,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,0.0
MXG-56838,Подушка силиконовая 70x70,Текстиль,3,599.0,89.85
MXG-56838,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,0.0
MXG-56838,Скатерть клетчатая 140x180,Текстиль,2,449.0,44.9
MXG-56838,Сковорода 28см антипригарная,Посуда,2,1490.0,0.0
KUP-37215,Набор губок для мытья 5шт,Хозтовары,5,79.0,11.85
KUP-37215,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,0.0
KUP-37215,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
KUP-37215,Комплект постельного 2-спальный,Текстиль,1,1299.0,0.0
KUP-37215,Сковорода 28см антипригарная,Посуда,2,1490.0,74.5
KUP-37215,Порошок стиральный Ariel 3кг,Бытовая химия,4,549.0,54.9
UAK-51318,Набор губок для мытья 5шт,Хозтовары,5,79.0,0.0
UAK-51318,Корзина для белья плетёная,Хозтовары,3,699.0,0.0
UAK-51318,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,0.0
UAK-51318,Форма для выпечки силикон,Кухонные аксессуары,3,249.0,0.0
TRR-93875,Подушка силиконовая 70x70,Текстиль,2,599.0,29.95
TRR-93875,Плед флисовый 150x200,Текстиль,5,799.0,0.0
TRR-93875,Корзина для белья плетёная,Хозтовары,3,699.0,0.0
TRR-93875,Сковорода 28см антипригарная,Посуда,2,1490.0,74.5
TRR-93875,Комплект постельного 2-спальный,Текстиль,4,1299.0,64.95
ZHR-86324,Плед флисовый 150x200,Текстиль,5,799.0,79.9
ZHR-86324,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,0.0
ZHR-86324,Терморкружка 400мл,Кухонные аксессуары,1,499.0,0.0
NXZ-86393,Терморкружка 400мл,Кухонные аксессуары,2,499.0,0.0
NXZ-86393,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,4.95
NXZ-86393,Кастрюля 5л нержавейка,Посуда,1,999.0,149.85
NXZ-86393,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,24.9
NXZ-86393,Скатерть клетчатая 140x180,Текстиль,3,449.0,44.9
HHT-89299,Набор ножей 5 предметов,Посуда,2,699.0,34.95
HHT-89299,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,52.35
HHT-89299,Органайзер для специй,Кухонные аксессуары,2,299.0,0.0
PPP-73855,Дозатор для мыла пластик,Хозтовары,1,149.0,14.9
PPP-73855,Комплект постельного 2-спальный,Текстиль,1,1299.0,0.0
PPP-73855,Терморкружка 400мл,Кухонные аксессуары,3,499.0,49.9
PPP-73855,Набор ножей 5 предметов,Посуда,1,699.0,0.0
DFU-87104,Чайник электрический 1.7л,Посуда,4,1299.0,0.0
DFU-87104,Дозатор для мыла пластик,Хозтовары,2,149.0,0.0
DFU-87104,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,0.0
DFU-87104,Органайзер для специй,Кухонные аксессуары,1,299.0,0.0
DFU-87104,Сковорода 28см антипригарная,Посуда,1,1490.0,0.0
MTN-71474,Подушка силиконовая 70x70,Текстиль,3,599.0,59.9
MTN-71474,Гель для посуды Fairy 900мл,Бытовая химия,5,189.0,9.45
FYU-86798,Органайзер для специй,Кухонные аксессуары,2,299.0,44.85
YIP-27437,Чайник электрический 1.7л,Посуда,3,1299.0,0.0
YIP-27437,Средство для унитаза Bref,Бытовая химия,5,89.0,0.0
MWG-50758,Чайник электрический 1.7л,Посуда,4,1299.0,129.9
QCC-21781,Набор ножей 5 предметов,Посуда,2,699.0,0.0
QCC-21781,Отбеливатель Domestos 1л,Бытовая химия,1,129.0,0.0
QCC-21781,Швабра с насадкой микрофибра,Хозтовары,2,599.0,0.0
QCC-21781,Кастрюля 5л нержавейка,Посуда,3,999.0,0.0
QCC-21781,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,0.0
QCC-21781,Плед флисовый 150x200,Текстиль,3,799.0,0.0
CXL-22919,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
CXL-22919,Сковорода 28см антипригарная,Посуда,2,1490.0,149.0
CXL-22919,Плед флисовый 150x200,Текстиль,1,799.0,79.9
OQL-85780,Полотенце махровое 70x140,Текстиль,2,349.0,0.0
OQL-85780,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,14.85
OQL-85780,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,0.0
