doc_id,item,category,amount,price,discount
LKA-92815,Ведро с отжимом 10л,Хозтовары,4,449.0,0.0
LKA-92815,Чистящий крем Cif 500мл,Бытовая химия,4,99.0,9.9
LKA-92815,Форма для выпечки силикон,Кухонные аксессуары,4,249.0,37.35
LKA-92815,Комплект постельного 2-спальный,Текстиль,3,1299.0,64.95
LKA-92815,Терморкружка 400мл,Кухонные аксессуары,1,499.0,24.95
XDU-68536,Терморкружка 400мл,Кухонные аксессуары,4,499.0,0.0
XDU-68536,Швабра с насадкой микрофибра,Хозтовары,1,599.0,59.9
XDU-68536,Скатерть клетчатая 140x180,Текстиль,5,449.0,0.0
XDU-68536,Чайник электрический 1.7л,Посуда,5,1299.0,0.0
XDU-68536,Ведро с отжимом 10л,Хозтовары,4,449.0,44.9
XDU-68536,Набор губок для мытья 5шт,Хозтовары,2,79.0,11.85
QNR-31941,Набор ножей 5 предметов,Посуда,3,699.0,0.0
QNR-31941,Сковорода 28см антипригарная,Посуда,2,1490.0,149.0
QNR-31941,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,0.0
CGY-01192,Терморкружка 400мл,Кухонные аксессуары,5,499.0,24.95
YNZ-73554,Ведро с отжимом 10л,Хозтовары,2,449.0,44.9
YNZ-73554,Кастрюля 5л нержавейка,Посуда,5,999.0,0.0
YNZ-73554,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,0.0
YNZ-73554,Полотенце махровое 70x140,Текстиль,5,349.0,17.45
YNZ-73554,Сковорода 28см антипригарная,Посуда,5,1490.0,149.0
YNZ-73554,Швабра с насадкой микрофибра,Хозтовары,4,599.0,0.0
DCE-99149,Средство для унитаза Bref,Бытовая химия,2,89.0,4.45
DCE-99149,Полотенце махровое 70x140,Текстиль,3,349.0,52.35
WDA-42134,Кастрюля 5л нержавейка,Посуда,4,999.0,99.9
WDA-42134,Швабра с насадкой микрофибра,Хозтовары,2,599.0,89.85
DVS-01833,Набор ножей 5 предметов,Посуда,5,699.0,0.0
DVS-01833,Плед флисовый 150x200,Текстиль,5,799.0,119.85
DVS-01833,Разделочная доска 40x25 бамбук,Кухонные аксессуары,4,349.0,0.0
DVS-01833,Швабра с насадкой микрофибра,Хозтовары,3,599.0,0.0
DVS-01833,Порошок стиральный Ariel 3кг,Бытовая химия,2,549.0,54.9
DVS-01833,Скатерть клетчатая 140x180,Текстиль,3,449.0,44.9
QAY-49880,Швабра с насадкой микрофибра,Хозтовары,1,599.0,89.85
QAY-49880,Дозатор для мыла пластик,Хозтовары,1,149.0,22.35
KDH-88603,Полотенце махровое 70x140,Текстиль,5,349.0,0.0
KDH-88603,Терморкружка 400мл,Кухонные аксессуары,5,499.0,49.9
KDH-88603,Скатерть клетчатая 140x180,Текстиль,4,449.0,22.45
KDH-88603,Кастрюля 5л нержавейка,Посуда,4,999.0,99.9
KDH-88603,Корзина для белья плетёная,Хозтовары,5,699.0,34.95
KDH-88603,Набор губок для мытья 5шт,Хозтовары,3,79.0,0.0
QVJ-88037,Полотенце махровое 70x140,Текстиль,5,349.0,34.9
QVJ-88037,Комплект постельного 2-спальный,Текстиль,3,1299.0,194.85
QVJ-88037,Набор ножей 5 предметов,Посуда,2,699.0,0.0
QVJ-88037,Скатерть клетчатая 140x180,Текстиль,4,449.0,22.45
QVJ-88037,Набор губок для мытья 5шт,Хозтовары,2,79.0,0.0
QVJ-88037,Швабра с насадкой микрофибра,Хозтовары,4,599.0,59.9
JPA-89915,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,9.9
GAV-24278,Разделочная доска 40x25 бамбук,Кухонные аксессуары,4,349.0,0.0
QPI-92439,Кастрюля 5л нержавейка,Посуда,4,999.0,0.0
QPI-92439,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,9.9
QPI-92439,Средство для унитаза Bref,Бытовая химия,5,89.0,0.0
OAC-84572,Комплект постельного 2-спальный,Текстиль,3,1299.0,64.95
OAC-84572,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
JOH-65784,Кастрюля 5л нержавейка,Посуда,3,999.0,49.95
JOH-65784,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,6.45
JOH-65784,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
JOH-65784,Терморкружка 400мл,Кухонные аксессуары,1,499.0,49.9
JOH-65784,Чайник электрический 1.7л,Посуда,5,1299.0,64.95
JOH-65784,Диспенсер для пакетов,Кухонные аксессуары,2,99.0,0.0
KSG-93543,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,9.45
KSG-93543,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,19.35
KSG-93543,Кастрюля 5л нержавейка,Посуда,2,999.0,99.9
KSG-93543,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
KSG-93543,Набор губок для мытья 5шт,Хозтовары,5,79.0,3.95
KSG-93543,Швабра с насадкой микрофибра,Хозтовары,3,599.0,0.0
HLH-38596,Плед флисовый 150x200,Текстиль,5,799.0,79.9
HLH-38596,Скатерть клетчатая 140x180,Текстиль,4,449.0,0.0
HLH-38596,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,0.0
HLH-38596,Кастрюля 5л нержавейка,Посуда,1,999.0,0.0
HLH-38596,Ведро с отжимом 10л,Хозтовары,5,449.0,0.0
AWD-16538,Чистящий крем Cif 500мл,Бытовая химия,4,99.0,0.0
