doc_id,item,category,amount,price,discount
ILX-12566,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,4.95
ILX-12566,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,12.9
ILX-12566,Форма для выпечки силикон,Кухонные аксессуары,3,249.0,0.0
ILX-12566,Чистящий крем Cif 500мл,Бытовая химия,1,99.0,9.9
ILX-12566,Сковорода 28см антипригарная,Посуда,2,1490.0,74.5
ILX-12566,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,0.0
DHF-04869,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,0.0
DHF-04869,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,12.9
DHF-04869,Швабра с насадкой микрофибра,Хозтовары,5,599.0,0.0
OBA-45199,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,18.9
OBA-45199,Ведро с отжимом 10л,Хозтовары,1,449.0,0.0
YBD-40128,Тарелка суповая 500мл,Посуда,4,89.0,0.0
TAI-68397,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,14.85
AJQ-43754,Комплект постельного 2-спальный,Текстиль,2,1299.0,0.0
AJQ-43754,Ведро с отжимом 10л,Хозтовары,2,449.0,44.9
EZK-55334,Скатерть клетчатая 140x180,Текстиль,1,449.0,0.0
JFI-91930,Средство для унитаза Bref,Бытовая химия,3,89.0,13.35
JFI-91930,Набор губок для мытья 5шт,Хозтовары,5,79.0,0.0
JFI-91930,Скатерть клетчатая 140x180,Текстиль,2,449.0,0.0
JFI-91930,Швабра с насадкой микрофибра,Хозтовары,1,599.0,29.95
JFI-91930,Дозатор для мыла пластик,Хозтовары,2,149.0,0.0
JFI-91930,Набор ножей 5 предметов,Посуда,2,699.0,0.0
FDL-45768,Средство для унитаза Bref,Бытовая химия,2,89.0,13.35
FDL-45768,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,82.35
FDL-45768,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,0.0
RXX-24769,Корзина для белья плетёная,Хозтовары,3,699.0,0.0
RXX-24769,Порошок стиральный Ariel 3кг,Бытовая химия,2,549.0,82.35
RXX-24769,Швабра с насадкой микрофибра,Хозтовары,3,599.0,0.0
RXX-24769,Комплект постельного 2-спальный,Текстиль,3,1299.0,0.0
RXX-24769,Органайзер для специй,Кухонные аксессуары,5,299.0,0.0
ORR-44386,Чайник электрический 1.7л,Посуда,3,1299.0,194.85
ORR-44386,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,4.95
ORR-44386,Сковорода 28см антипригарная,Посуда,1,1490.0,149.0
ORR-44386,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,12.45
ORR-44386,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,27.45
XUV-50018,Терморкружка 400мл,Кухонные аксессуары,4,499.0,0.0
XUV-50018,Полотенце махровое 70x140,Текстиль,1,349.0,0.0
UEP-84631,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,52.35
UEP-84631,Подушка силиконовая 70x70,Текстиль,3,599.0,0.0
UEP-84631,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,82.35
UEP-84631,Скатерть клетчатая 140x180,Текстиль,4,449.0,67.35
MVR-06949,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,0.0
MVR-06949,Подушка силиконовая 70x70,Текстиль,4,599.0,0.0
MVR-06949,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,0.0
MVR-06949,Сковорода 28см антипригарная,Посуда,5,1490.0,0.0
QIM-83381,Корзина для белья плетёная,Хозтовары,3,699.0,34.95
QIM-83381,Сковорода 28см антипригарная,Посуда,3,1490.0,74.5
QIM-83381,Дозатор для мыла пластик,Хозтовары,5,149.0,22.35
JRJ-47330,Сковорода 28см антипригарная,Посуда,5,1490.0,0.0
JRJ-47330,Ведро с отжимом 10л,Хозтовары,3,449.0,0.0
JRJ-47330,Корзина для белья плетёная,Хозтовары,2,699.0,69.9
JRJ-47330,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,0.0
DUT-31893,Корзина для белья плетёная,Хозтовары,5,699.0,0.0
DUT-31893,Плед флисовый 150x200,Текстиль,5,799.0,79.9
DUT-31893,Органайзер для специй,Кухонные аксессуары,3,299.0,0.0
DUT-31893,Терморкружка 400мл,Кухонные аксессуары,4,499.0,0.0
DUT-31893,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
DUT-31893,Подушка силиконовая 70x70,Текстиль,3,599.0,0.0
XXT-36454,Набор ножей 5 предметов,Посуда,4,699.0,0.0
XXT-36454,Тарелка суповая 500мл,Посуда,5,89.0,13.35
XXT-36454,Ведро с отжимом 10л,Хозтовары,5,449.0,67.35
XXT-36454,Органайзер для специй,Кухонные аксессуары,4,299.0,0.0
XXT-36454,Сковорода 28см антипригарная,Посуда,4,1490.0,149.0
XXT-36454,Средство для унитаза Bref,Бытовая химия,2,89.0,4.45
PLU-65380,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,0.0
PLU-65380,Плед флисовый 150x200,Текстиль,3,799.0,0.0
KDU-17154,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,4.95
KDU-17154,Подушка силиконовая 70x70,Текстиль,5,599.0,59.9
KDU-17154,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,0.0
KDU-17154,Комплект постельного 2-спальный,Текстиль,4,1299.0,129.9
KDU-17154,Скатерть клетчатая 140x180,Текстиль,3,449.0,44.9
TPL-03351,Швабра с насадкой микрофибра,Хозтовары,3,599.0,29.95
TPL-03351,Чайник электрический 1.7л,Посуда,5,1299.0,0.0
TPL-03351,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
TPL-03351,Терморкружка 400мл,Кухонные аксессуары,2,499.0,24.95
TPL-03351,Плед флисовый 150x200,Текстиль,4,799.0,79.9
LNN-63012,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,9.45
LNN-63012,Ведро с отжимом 10л,Хозтовары,5,449.0,0.0
LNN-63012,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,9.9
GWH-86539,Чайник электрический 1.7л,Посуда,5,1299.0,194.85
GWH-86539,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,0.0
GWH-86539,Плед флисовый 150x200,Текстиль,2,799.0,0.0
GWH-86539,Терморкружка 400мл,Кухонные аксессуары,4,499.0,74.85
GWH-86539,Тарелка суповая 500мл,Посуда,4,89.0,0.0
HSM-04983,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
HSM-04983,Средство для унитаза Bref,Бытовая химия,2,89.0,0.0
ZEA-80334,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,0.0
