doc_id,item,category,amount,price,discount
IPX-53850,Набор ножей 5 предметов,Посуда,1,699.0,0.0
STW-09893,Органайзер для специй,Кухонные аксессуары,5,299.0,0.0
STW-09893,Дозатор для мыла пластик,Хозтовары,4,149.0,14.9
STW-09893,Скатерть клетчатая 140x180,Текстиль,2,449.0,0.0
STW-09893,Чистящий крем Cif 500мл,Бытовая химия,1,99.0,0.0
STW-09893,Сковорода 28см антипригарная,Посуда,2,1490.0,0.0
VRT-21339,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,14.85
VRT-21339,Кастрюля 5л нержавейка,Посуда,2,999.0,49.95
VRT-21339,Подушка силиконовая 70x70,Текстиль,5,599.0,29.95
VRT-21339,Чайник электрический 1.7л,Посуда,4,1299.0,0.0
VRT-21339,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
VRT-21339,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
SQV-87036,Комплект постельного 2-спальный,Текстиль,5,1299.0,0.0
XVW-87490,Отбеливатель Domestos 1л,Бытовая химия,1,129.0,0.0
VFL-82864,Плед флисовый 150x200,Текстиль,3,799.0,119.85
VFL-82864,Терморкружка 400мл,Кухонные аксессуары,1,499.0,24.95
VFL-82864,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,0.0
VFL-82864,Швабра с насадкой микрофибра,Хозтовары,4,599.0,0.0
DER-98392,Швабра с насадкой микрофибра,Хозтовары,3,599.0,59.9
DER-98392,Скатерть клетчатая 140x180,Текстиль,2,449.0,22.45
DER-98392,Органайзер для специй,Кухонные аксессуары,1,299.0,29.9
DER-98392,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,19.35
DER-98392,Ведро с отжимом 10л,Хозтовары,3,449.0,0.0
BZJ-54789,Сковорода 28см антипригарная,Посуда,1,1490.0,223.5
BZJ-54789,Подушка силиконовая 70x70,Текстиль,5,599.0,59.9
BZJ-54789,Швабра с насадкой микрофибра,Хозтовары,3,599.0,89.85
BZJ-54789,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
BZJ-54789,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,54.9
BZJ-54789,Набор ножей 5 предметов,Посуда,2,699.0,0.0
RCG-79468,Тарелка суповая 500мл,Посуда,3,89.0,0.0
RCG-79468,Кастрюля 5л нержавейка,Посуда,5,999.0,149.85
CAV-63622,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,12.45
CAV-63622,Чайник электрический 1.7л,Посуда,3,1299.0,129.9
CAV-63622,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,0.0
MLA-19579,Набор губок для мытья 5шт,Хозтовары,5,79.0,0.0
MLA-19579,Тарелка суповая 500мл,Посуда,2,89.0,0.0
