doc_id,item,category,amount,price,discount
LHK-22622,Чайник электрический 1.7л,Посуда,3,1299.0,64.95
LHK-22622,Органайзер для специй,Кухонные аксессуары,2,299.0,0.0
HAH-13079,Кастрюля 5л нержавейка,Посуда,1,999.0,0.0
HAH-13079,Швабра с насадкой микрофибра,Хозтовары,2,599.0,0.0
HAH-13079,Скатерть клетчатая 140x180,Текстиль,3,449.0,0.0
EKG-88737,Кастрюля 5л нержавейка,Посуда,3,999.0,99.9
EKG-88737,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,9.45
EKG-88737,Ведро с отжимом 10л,Хозтовары,5,449.0,44.9
QTE-86744,Комплект постельного 2-спальный,Текстиль,1,1299.0,64.95
QTE-86744,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,0.0
QTE-86744,Сковорода 28см антипригарная,Посуда,4,1490.0,149.0
QTE-86744,Кастрюля 5л нержавейка,Посуда,1,999.0,0.0
FAN-18931,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,0.0
FAN-18931,Плед флисовый 150x200,Текстиль,4,799.0,0.0
FAN-18931,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,0.0
KEP-00582,Швабра с насадкой микрофибра,Хозтовары,4,599.0,0.0
KEP-00582,Органайзер для специй,Кухонные аксессуары,4,299.0,0.0
KEP-00582,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,0.0
YJQ-65718,Разделочная доска 40x25 бамбук,Кухонные аксессуары,4,349.0,17.45
WMM-54548,Ведро с отжимом 10л,Хозтовары,2,449.0,0.0
WMM-54548,Средство для унитаза Bref,Бытовая химия,3,89.0,0.0
WMM-54548,Терморкружка 400мл,Кухонные аксессуары,3,499.0,0.0
WMM-54548,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,0.0
WMM-54548,Сковорода 28см антипригарная,Посуда,1,1490.0,223.5
WMM-54548,Тарелка суповая 500мл,Посуда,4,89.0,8.9
ROS-69013,Терморкружка 400мл,Кухонные аксессуары,4,499.0,0.0
ROS-69013,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,9.9
GWG-39988,Кастрюля 5л нержавейка,Посуда,3,999.0,99.9
IPG-70370,Терморкружка 400мл,Кухонные аксессуары,2,499.0,24.95
IPG-70370,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,18.9
DJA-26714,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
DJA-26714,Ведро с отжимом 10л,Хозтовары,3,449.0,67.35
DJA-26714,Терморкружка 400мл,Кухонные аксессуары,2,499.0,24.95
DJA-26714,Корзина для белья плетёная,Хозтовары,2,699.0,0.0
DJA-26714,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,0.0
QKJ-70216,Дозатор для мыла пластик,Хозтовары,2,149.0,0.0
QKJ-70216,Скатерть клетчатая 140x180,Текстиль,5,449.0,0.0
QKJ-70216,Набор ножей 5 предметов,Посуда,5,699.0,0.0
QKJ-70216,Полотенце махровое 70x140,Текстиль,3,349.0,0.0
QKJ-70216,Средство для унитаза Bref,Бытовая химия,2,89.0,0.0
HQT-34018,Полотенце махровое 70x140,Текстиль,1,349.0,34.9
HQT-34018,Органайзер для специй,Кухонные аксессуары,2,299.0,0.0
GBH-74803,Тарелка суповая 500мл,Посуда,4,89.0,0.0
GBH-74803,Плед флисовый 150x200,Текстиль,4,799.0,39.95
GBH-74803,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,0.0
GBH-74803,Дозатор для мыла пластик,Хозтовары,2,149.0,7.45
GBH-74803,Органайзер для специй,Кухонные аксессуары,1,299.0,29.9
NDH-42183,Швабра с насадкой микрофибра,Хозтовары,5,599.0,59.9
NDH-42183,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
NDH-42183,Набор ножей 5 предметов,Посуда,3,699.0,0.0
NDH-42183,Порошок стиральный Ariel 3кг,Бытовая химия,2,549.0,0.0
NDH-42183,Плед флисовый 150x200,Текстиль,3,799.0,0.0
ORU-98839,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
ORU-98839,Терморкружка 400мл,Кухонные аксессуары,1,499.0,74.85
ORU-98839,Швабра с насадкой микрофибра,Хозтовары,3,599.0,29.95
ORU-98839,Набор губок для мытья 5шт,Хозтовары,1,79.0,0.0
ORU-98839,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,0.0
YQG-51164,Набор ножей 5 предметов,Посуда,1,699.0,0.0
YQG-51164,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,6.45
YQG-51164,Чайник электрический 1.7л,Посуда,5,1299.0,0.0
YQG-51164,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,0.0
YQG-51164,Органайзер для специй,Кухонные аксессуары,3,299.0,44.85
WSA-27519,Органайзер для специй,Кухонные аксессуары,5,299.0,14.95
WSA-27519,Терморкружка 400мл,Кухонные аксессуары,1,499.0,0.0
ACD-53051,Корзина для белья плетёная,Хозтовары,5,699.0,69.9
ACD-53051,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,27.45
ACD-53051,Скатерть клетчатая 140x180,Текстиль,3,449.0,0.0
AOY-42069,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
AOY-42069,Подушка силиконовая 70x70,Текстиль,2,599.0,59.9
AOY-42069,Набор губок для мытья 5шт,Хозтовары,1,79.0,0.0
AOY-42069,Тарелка суповая 500мл,Посуда,4,89.0,4.45
IWE-52281,Кастрюля 5л нержавейка,Посуда,5,999.0,0.0
THK-59498,Дозатор для мыла пластик,Хозтовары,3,149.0,14.9
THK-59498,Разделочная доска 40x25 бамбук,Кухонные аксессуары,2,349.0,52.35
THK-59498,Набор ножей 5 предметов,Посуда,2,699.0,0.0
XTR-94684,Дозатор для мыла пластик,Хозтовары,4,149.0,0.0
XTR-94684,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,0.0
XTR-94684,Органайзер для специй,Кухонные аксессуары,5,299.0,44.85
