doc_id,item,category,amount,price,discount
IOA-30171,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,34.9
IOA-30171,Тарелка суповая 500мл,Посуда,3,89.0,13.35
IOA-30171,Органайзер для специй,Кухонные аксессуары,1,299.0,14.95
IOA-30171,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,0.0
IOA-30171,Швабра с насадкой микрофибра,Хозтовары,5,599.0,89.85
IWQ-27051,Диспенсер для пакетов,Кухонные аксессуары,5,99.0,9.9
KHC-02166,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,17.45
KHC-02166,Кастрюля 5л нержавейка,Посуда,3,999.0,0.0
KHC-02166,Средство для унитаза Bref,Бытовая химия,5,89.0,8.9
MMC-17445,Сковорода 28см антипригарная,Посуда,1,1490.0,0.0
MMC-17445,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,0.0
MMC-17445,Подушка силиконовая 70x70,Текстиль,3,599.0,89.85
MMC-17445,Чайник электрический 1.7л,Посуда,4,1299.0,64.95
MMC-17445,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,14.85
MMC-17445,Порошок стиральный Ariel 3кг,Бытовая химия,4,549.0,0.0
SSL-87448,Дозатор для мыла пластик,Хозтовары,2,149.0,14.9
SSL-87448,Корзина для белья плетёная,Хозтовары,3,699.0,104.85
SSL-87448,Органайзер для специй,Кухонные аксессуары,5,299.0,29.9
IWJ-85629,Средство для унитаза Bref,Бытовая химия,3,89.0,8.9
IWJ-85629,Швабра с насадкой микрофибра,Хозтовары,1,599.0,0.0
IWJ-85629,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,0.0
IWJ-85629,Дозатор для мыла пластик,Хозтовары,4,149.0,22.35
YRB-06286,Набор ножей 5 предметов,Посуда,1,699.0,0.0
YRB-06286,Набор губок для мытья 5шт,Хозтовары,3,79.0,11.85
YRB-06286,Плед флисовый 150x200,Текстиль,5,799.0,0.0
YRB-06286,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,52.35
ZJQ-39605,Сковорода 28см антипригарная,Посуда,1,1490.0,149.0
ZJQ-39605,Чистящий крем Cif 500мл,Бытовая химия,4,99.0,0.0
XMF-48384,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
XMF-48384,Полотенце махровое 70x140,Текстиль,2,349.0,17.45
XMF-48384,Чистящий крем Cif 500мл,Бытовая химия,1,99.0,14.85
XMF-48384,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,34.9
XMF-48384,Средство для унитаза Bref,Бытовая химия,1,89.0,13.35
WBR-00823,Комплект постельного 2-спальный,Текстиль,1,1299.0,129.9
XXJ-34377,Кастрюля 5л нержавейка,Посуда,2,999.0,0.0
VRP-35894,Скатерть клетчатая 140x180,Текстиль,5,449.0,22.45
VRP-35894,Кастрюля 5л нержавейка,Посуда,4,999.0,0.0
VRP-35894,Ведро с отжимом 10л,Хозтовары,1,449.0,0.0
AAI-64768,Органайзер для специй,Кухонные аксессуары,3,299.0,14.95
