doc_id,item,category,amount,price,discount
LNB-53835,Скатерть клетчатая 140x180,Текстиль,2,449.0,0.0
LNB-53835,Ведро с отжимом 10л,Хозтовары,5,449.0,0.0
LNB-53835,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
LNB-53835,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,0.0
LNB-53835,Органайзер для специй,Кухонные аксессуары,3,299.0,0.0
LNB-53835,Швабра с насадкой микрофибра,Хозтовары,5,599.0,89.85
GYZ-27666,Чистящий крем Cif 500мл,Бытовая химия,4,99.0,0.0
GYZ-27666,Подушка силиконовая 70x70,Текстиль,2,599.0,29.95
GYZ-27666,Полотенце махровое 70x140,Текстиль,1,349.0,34.9
GYZ-27666,Отбеливатель Domestos 1л,Бытовая химия,1,129.0,0.0
GYZ-27666,Гель для посуды Fairy 900мл,Бытовая химия,1,189.0,0.0
YYW-34651,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,4.95
YYW-34651,Терморкружка 400мл,Кухонные аксессуары,2,499.0,0.0
YYW-34651,Скатерть клетчатая 140x180,Текстиль,2,449.0,0.0
YYW-34651,Комплект постельного 2-спальный,Текстиль,3,1299.0,129.9
ZYQ-87275,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,4.95
ZYQ-87275,Скатерть клетчатая 140x180,Текстиль,2,449.0,67.35
WIC-29671,Дозатор для мыла пластик,Хозтовары,2,149.0,0.0
WIC-29671,Швабра с насадкой микрофибра,Хозтовары,2,599.0,59.9
MIY-60204,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
MIY-60204,Плед флисовый 150x200,Текстиль,4,799.0,39.95
MIY-60204,Скатерть клетчатая 140x180,Текстиль,4,449.0,0.0
MIY-60204,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,0.0
NFY-43173,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,0.0
NFY-43173,Набор губок для мытья 5шт,Хозтовары,1,79.0,0.0
LMD-39735,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,9.9
LMD-39735,Швабра с насадкой микрофибра,Хозтовары,2,599.0,0.0
LMD-39735,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,19.35
LMD-39735,Корзина для белья плетёная,Хозтовары,5,699.0,69.9
LMD-39735,Тарелка суповая 500мл,Посуда,1,89.0,0.0
YNY-52367,Органайзер для специй,Кухонные аксессуары,4,299.0,0.0
YNY-52367,Форма для выпечки силикон,Кухонные аксессуары,3,249.0,12.45
IOA-61964,Форма для выпечки силикон,Кухонные аксессуары,3,249.0,37.35
IOA-61964,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
IOA-61964,Диспенсер для пакетов,Кухонные аксессуары,2,99.0,4.95
IOA-61964,Органайзер для специй,Кухонные аксессуары,2,299.0,0.0
XHB-67725,Ведро с отжимом 10л,Хозтовары,2,449.0,0.0
XHB-67725,Набор губок для мытья 5шт,Хозтовары,4,79.0,11.85
BBP-39159,Диспенсер для пакетов,Кухонные аксессуары,2,99.0,0.0
DHV-15241,Сковорода 28см антипригарная,Посуда,1,1490.0,0.0
DHV-15241,Разделочная доска 40x25 бамбук,Кухонные аксессуары,2,349.0,17.45
DHV-15241,Набор губок для мытья 5шт,Хозтовары,4,79.0,3.95
DHV-15241,Подушка силиконовая 70x70,Текстиль,2,599.0,59.9
DHV-15241,Швабра с насадкой микрофибра,Хозтовары,3,599.0,0.0
DHV-15241,Терморкружка 400мл,Кухонные аксессуары,5,499.0,49.9
BKG-58027,Ведро с отжимом 10л,Хозтовары,1,449.0,0.0
BKG-58027,Чайник электрический 1.7л,Посуда,2,1299.0,194.85
BKG-58027,Плед флисовый 150x200,Текстиль,3,799.0,79.9
BKG-58027,Полотенце махровое 70x140,Текстиль,3,349.0,17.45
GOJ-58985,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,37.35
GOJ-58985,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
GOJ-58985,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,0.0
GOJ-58985,Органайзер для специй,Кухонные аксессуары,4,299.0,44.85
ZSV-27286,Полотенце махровое 70x140,Текстиль,4,349.0,34.9
ZSV-27286,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,52.35
ZSV-27286,Форма для выпечки силикон,Кухонные аксессуары,4,249.0,12.45
ZSV-27286,Порошок стиральный Ariel 3кг,Бытовая химия,3,549.0,27.45
KYY-26011,Ведро с отжимом 10л,Хозтовары,3,449.0,44.9
KYY-26011,Комплект постельного 2-спальный,Текстиль,1,1299.0,194.85
KYY-26011,Терморкружка 400мл,Кухонные аксессуары,2,499.0,74.85
KYY-26011,Набор губок для мытья 5шт,Хозтовары,2,79.0,11.85
SMH-91180,Ведро с отжимом 10л,Хозтовары,4,449.0,44.9
SMH-91180,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,0.0
SMH-91180,Сковорода 28см антипригарная,Посуда,2,1490.0,223.5
SMH-91180,Кастрюля 5л нержавейка,Посуда,4,999.0,49.95
SMH-91180,Корзина для белья плетёная,Хозтовары,2,699.0,0.0
