doc_id,item,category,amount,price,discount
IAY-56295,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,0.0
IAY-56295,Органайзер для специй,Кухонные аксессуары,1,299.0,0.0
IAY-56295,Набор ножей 5 предметов,Посуда,3,699.0,0.0
IAY-56295,Терморкружка 400мл,Кухонные аксессуары,2,499.0,74.85
IAY-56295,Комплект постельного 2-спальный,Текстиль,4,1299.0,0.0
IAY-56295,Сковорода 28см антипригарная,Посуда,4,1490.0,149.0
MUH-10749,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,0.0
MUH-10749,Подушка силиконовая 70x70,Текстиль,3,599.0,59.9
MUH-10749,Полотенце махровое 70x140,Текстиль,1,349.0,34.9
MUH-10749,Швабра с насадкой микрофибра,Хозтовары,3,599.0,29.95
KBD-92550,Скатерть клетчатая 140x180,Текстиль,3,449.0,0.0
KBD-92550,Чайник электрический 1.7л,Посуда,2,1299.0,194.85
EGL-71055,Форма для выпечки силикон,Кухонные аксессуары,4,249.0,0.0
EGL-71055,Порошок стиральный Ariel 3кг,Бытовая химия,4,549.0,82.35
EGL-71055,Плед флисовый 150x200,Текстиль,3,799.0,119.85
EGL-71055,Полотенце махровое 70x140,Текстиль,2,349.0,52.35
EGL-71055,Ведро с отжимом 10л,Хозтовары,5,449.0,0.0
EGL-71055,Кастрюля 5л нержавейка,Посуда,2,999.0,0.0
PQB-85874,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
PQB-85874,Тарелка суповая 500мл,Посуда,1,89.0,0.0
PQB-85874,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,0.0
PQB-85874,Набор губок для мытья 5шт,Хозтовары,4,79.0,0.0
VQT-26167,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,14.85
VQT-26167,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,9.45
VQT-26167,Подушка силиконовая 70x70,Текстиль,4,599.0,0.0
VQT-26167,Сковорода 28см антипригарная,Посуда,5,1490.0,74.5
TGI-25496,Сковорода 28см антипригарная,Посуда,3,1490.0,74.5
KUO-31769,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
KUO-31769,Чайник электрический 1.7л,Посуда,2,1299.0,129.9
KUO-31769,Сковорода 28см антипригарная,Посуда,2,1490.0,0.0
KUO-31769,Порошок стиральный Ariel 3кг,Бытовая химия,4,549.0,0.0
BEQ-85087,Органайзер для специй,Кухонные аксессуары,1,299.0,0.0
UAA-09691,Плед флисовый 150x200,Текстиль,1,799.0,0.0
UAA-09691,Средство для унитаза Bref,Бытовая химия,3,89.0,0.0
UAA-09691,Ведро с отжимом 10л,Хозтовары,3,449.0,0.0
UAA-09691,Набор ножей 5 предметов,Посуда,1,699.0,0.0
VSO-35234,Кастрюля 5л нержавейка,Посуда,3,999.0,99.9
VSO-35234,Набор губок для мытья 5шт,Хозтовары,3,79.0,7.9
VSO-35234,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,9.9
VSO-35234,Разделочная доска 40x25 бамбук,Кухонные аксессуары,2,349.0,0.0
VSO-35234,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
VSO-35234,Порошок стиральный Ariel 3кг,Бытовая химия,3,549.0,27.45
HHD-73234,Скатерть клетчатая 140x180,Текстиль,3,449.0,67.35
HHD-73234,Средство для унитаза Bref,Бытовая химия,2,89.0,0.0
HHD-73234,Форма для выпечки силикон,Кухонные аксессуары,4,249.0,12.45
BUV-65122,Порошок стиральный Ariel 3кг,Бытовая химия,2,549.0,0.0
BUV-65122,Гель для посуды Fairy 900мл,Бытовая химия,5,189.0,0.0
QOG-19224,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,6.45
QOG-19224,Плед флисовый 150x200,Текстиль,2,799.0,79.9
QOG-19224,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,0.0
QOG-19224,Форма для выпечки силикон,Кухонные аксессуары,4,249.0,0.0
QOG-19224,Органайзер для специй,Кухонные аксессуары,3,299.0,29.9
JPU-49074,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,28.35
JPU-49074,Диспенсер для пакетов,Кухонные аксессуары,2,99.0,0.0
JPU-49074,Средство для унитаза Bref,Бытовая химия,2,89.0,0.0
IAR-01392,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
IAR-01392,Разделочная доска 40x25 бамбук,Кухонные аксессуары,2,349.0,34.9
CKY-12299,Скатерть клетчатая 140x180,Текстиль,3,449.0,0.0
CKY-12299,Диспенсер для пакетов,Кухонные аксессуары,1,99.0,9.9
CKY-12299,Органайзер для специй,Кухонные аксессуары,5,299.0,0.0
CKY-12299,Разделочная доска 40x25 бамбук,Кухонные аксессуары,1,349.0,17.45
CKY-12299,Дозатор для мыла пластик,Хозтовары,1,149.0,0.0
QPZ-94005,Набор ножей 5 предметов,Посуда,5,699.0,0.0
FVS-38350,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
FVS-38350,Сковорода 28см антипригарная,Посуда,4,1490.0,0.0
KGJ-95322,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,0.0
KGJ-95322,Форма для выпечки силикон,Кухонные аксессуары,5,249.0,0.0
KGJ-95322,Полотенце махровое 70x140,Текстиль,2,349.0,34.9
KGJ-95322,Органайзер для специй,Кухонные аксессуары,5,299.0,44.85
KGJ-95322,Набор ножей 5 предметов,Посуда,1,699.0,0.0
ZOW-93366,Сковорода 28см антипригарная,Посуда,2,1490.0,0.0
ZOW-93366,Плед флисовый 150x200,Текстиль,4,799.0,0.0
ZOW-93366,Чайник электрический 1.7л,Посуда,3,1299.0,194.85
ZOW-93366,Тарелка суповая 500мл,Посуда,4,89.0,8.9
ZOW-93366,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,52.35
TND-34723,Органайзер для специй,Кухонные аксессуары,3,299.0,29.9
TND-34723,Дозатор для мыла пластик,Хозтовары,1,149.0,0.0
TND-34723,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,0.0
TND-34723,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,0.0
TND-34723,Средство для унитаза Bref,Бытовая химия,3,89.0,4.45
CYB-79375,Чайник электрический 1.7л,Посуда,1,1299.0,0.0
CYB-79375,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,14.85
CYB-79375,Комплект постельного 2-спальный,Текстиль,4,1299.0,0.0
CYB-79375,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,0.0
CYB-79375,Органайзер для специй,Кухонные аксессуары,4,299.0,0.0
CYB-79375,Тарелка суповая 500мл,Посуда,3,89.0,0.0
YUU-87879,Тарелка суповая 500мл,Посуда,1,89.0,8.9
UHH-44567,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,18.9
UHH-44567,Плед флисовый 150x200,Текстиль,5,799.0,0.0
UHH-44567,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,0.0
UHH-44567,Сковорода 28см антипригарная,Посуда,3,1490.0,0.0
AHP-37891,Ведро с отжимом 10л,Хозтовары,3,449.0,22.45
EWU-30954,Корзина для белья плетёная,Хозтовары,5,699.0,34.95
EWU-30954,Чайник электрический 1.7л,Посуда,2,1299.0,194.85
EWU-30954,Набор ножей 5 предметов,Посуда,5,699.0,34.95
EWU-30954,Тарелка суповая 500мл,Посуда,5,89.0,0.0
EWU-30954,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,0.0
EWU-30954,Разделочная доска 40x25 бамбук,Кухонные аксессуары,4,349.0,52.35
YXD-49659,Полотенце махровое 70x140,Текстиль,5,349.0,17.45
YXD-49659,Чайник электрический 1.7л,Посуда,3,1299.0,0.0
YXD-49659,Гель для посуды Fairy 900мл,Бытовая химия,5,189.0,18.9
FZZ-85573,Средство для унитаза Bref,Бытовая химия,2,89.0,0.0
FZZ-85573,Набор губок для мытья 5шт,Хозтовары,1,79.0,7.9
XEN-93880,Чайник электрический 1.7л,Посуда,4,1299.0,0.0
XEN-93880,Тарелка суповая 500мл,Посуда,4,89.0,4.45
XEN-93880,Набор губок для мытья 5шт,Хозтовары,4,79.0,0.0
XEN-93880,Дозатор для мыла пластик,Хозтовары,5,149.0,0.0
XEN-93880,Полотенце махровое 70x140,Текстиль,5,349.0,0.0
URK-92013,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,9.9
URK-92013,Порошок стиральный Ariel 3кг,Бытовая химия,4,549.0,27.45
URK-92013,Набор губок для мытья 5шт,Хозтовары,1,79.0,0.0
URK-92013,Набор ножей 5 предметов,Посуда,4,699.0,0.0
MYD-21504,Чистящий крем Cif 500мл,Бытовая химия,1,99.0,4.95
MYD-21504,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,18.9
OBJ-31163,Полотенце махровое 70x140,Текстиль,5,349.0,52.35
OBJ-31163,Набор губок для мытья 5шт,Хозтовары,4,79.0,0.0
OBJ-31163,Порошок стиральный Ariel 3кг,Бытовая химия,3,549.0,0.0
OBJ-31163,Чайник электрический 1.7л,Посуда,5,1299.0,0.0
