doc_id,item,category,amount,price,discount
KGP-70952,Ведро с отжимом 10л,Хозтовары,2,449.0,22.45
KGP-70952,Скатерть клетчатая 140x180,Текстиль,4,449.0,0.0
KGP-70952,Подушка силиконовая 70x70,Текстиль,4,599.0,0.0
KGP-70952,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,28.35
OAJ-48121,Дозатор для мыла пластик,Хозтовары,2,149.0,22.35
OAJ-48121,Швабра с насадкой микрофибра,Хозтовары,1,599.0,59.9
FYW-02842,Скатерть клетчатая 140x180,Текстиль,1,449.0,22.45
FYW-02842,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,18.9
WTC-07634,Тарелка суповая 500мл,Посуда,4,89.0,0.0
WTC-07634,Кастрюля 5л нержавейка,Посуда,5,999.0,0.0
WTC-07634,Чайник электрический 1.7л,Посуда,3,1299.0,0.0
WTC-07634,Набор ножей 5 предметов,Посуда,1,699.0,0.0
WTC-07634,Корзина для белья плетёная,Хозтовары,2,699.0,69.9
WTC-07634,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,54.9
SVX-82295,Чайник электрический 1.7л,Посуда,4,1299.0,0.0
SVX-82295,Сковорода 28см антипригарная,Посуда,2,1490.0,0.0
SVX-82295,Ведро с отжимом 10л,Хозтовары,5,449.0,0.0
SVX-82295,Средство для унитаза Bref,Бытовая химия,5,89.0,0.0
SVX-82295,Корзина для белья плетёная,Хозтовары,3,699.0,104.85
XEQ-15188,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,14.85
XEQ-15188,Дозатор для мыла пластик,Хозтовары,1,149.0,7.45
XEQ-15188,Отбеливатель Domestos 1л,Бытовая химия,1,129.0,19.35
XEQ-15188,Швабра с насадкой микрофибра,Хозтовары,4,599.0,0.0
XEQ-15188,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
MXO-05903,Кастрюля 5л нержавейка,Посуда,5,999.0,99.9
MXO-05903,Органайзер для специй,Кухонные аксессуары,4,299.0,14.95
MXO-05903,Чайник электрический 1.7л,Посуда,3,1299.0,0.0
MXO-05903,Дозатор для мыла пластик,Хозтовары,2,149.0,22.35
MXO-05903,Скатерть клетчатая 140x180,Текстиль,5,449.0,0.0
MXO-05903,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,6.45
GDA-67106,Дозатор для мыла пластик,Хозтовары,1,149.0,14.9
GDA-67106,Корзина для белья плетёная,Хозтовары,4,699.0,69.9
SRY-08003,Чайник электрический 1.7л,Посуда,2,1299.0,0.0
SRY-08003,Комплект постельного 2-спальный,Текстиль,3,1299.0,129.9
CUU-93818,Кастрюля 5л нержавейка,Посуда,2,999.0,49.95
CUU-93818,Набор ножей 5 предметов,Посуда,3,699.0,69.9
CUU-93818,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,0.0
CUU-93818,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,12.9
COP-42187,Дозатор для мыла пластик,Хозтовары,1,149.0,22.35
MSF-71650,Плед флисовый 150x200,Текстиль,5,799.0,0.0
GXW-79195,Разделочная доска 40x25 бамбук,Кухонные аксессуары,4,349.0,34.9
GXW-79195,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,0.0
GXW-79195,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,0.0
GXW-79195,Средство для унитаза Bref,Бытовая химия,3,89.0,8.9
GXW-79195,Чайник электрический 1.7л,Посуда,1,1299.0,0.0
BNP-90757,Скатерть клетчатая 140x180,Текстиль,3,449.0,67.35
HHM-30200,Скатерть клетчатая 140x180,Текстиль,5,449.0,0.0
HHM-30200,Кастрюля 5л нержавейка,Посуда,2,999.0,49.95
HHM-30200,Разделочная доска 40x25 бамбук,Кухонные аксессуары,2,349.0,34.9
CTM-41193,Тарелка суповая 500мл,Посуда,2,89.0,0.0
KRE-95707,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,0.0
