doc_id,item,category,amount,price,discount
RVY-64452,Чайник электрический 1.7л,Посуда,5,1299.0,0.0
RVY-64452,Комплект постельного 2-спальный,Текстиль,5,1299.0,64.95
RST-87322,Средство для унитаза Bref,Бытовая химия,4,89.0,0.0
RST-87322,Набор губок для мытья 5шт,Хозтовары,3,79.0,7.9
VMY-45606,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,12.9
HTJ-73723,Полотенце махровое 70x140,Текстиль,2,349.0,0.0
HTJ-73723,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,12.45
HTJ-73723,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,6.45
RUC-63602,Швабра с насадкой микрофибра,Хозтовары,2,599.0,89.85
DIZ-59612,Подушка силиконовая 70x70,Текстиль,3,599.0,59.9
DIZ-59612,Комплект постельного 2-спальный,Текстиль,5,1299.0,194.85
DIZ-59612,Скатерть клетчатая 140x180,Текстиль,1,449.0,0.0
DIZ-59612,Швабра с насадкой микрофибра,Хозтовары,2,599.0,29.95
DIZ-59612,Сковорода 28см антипригарная,Посуда,2,1490.0,74.5
DIZ-59612,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,17.45
BMB-51005,Средство для унитаза Bref,Бытовая химия,1,89.0,4.45
SLX-71619,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
SLX-71619,Тарелка суповая 500мл,Посуда,5,89.0,0.0
VUS-60221,Швабра с насадкой микрофибра,Хозтовары,5,599.0,29.95
VUS-60221,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,0.0
VUS-60221,Гель для посуды Fairy 900мл,Бытовая химия,1,189.0,0.0
VUS-60221,Подушка силиконовая 70x70,Текстиль,2,599.0,0.0
VUS-60221,Набор губок для мытья 5шт,Хозтовары,2,79.0,3.95
VUS-60221,Корзина для белья плетёная,Хозтовары,4,699.0,0.0
DAX-79856,Кастрюля 5л нержавейка,Посуда,3,999.0,49.95
DAX-79856,Чайник электрический 1.7л,Посуда,5,1299.0,64.95
DAX-79856,Скатерть клетчатая 140x180,Текстиль,2,449.0,67.35
DAX-79856,Разделочная доска 40x25 бамбук,Кухонные аксессуары,4,349.0,52.35
DAX-79856,Дозатор для мыла пластик,Хозтовары,5,149.0,0.0
DAX-79856,Комплект постельного 2-спальный,Текстиль,1,1299.0,0.0
