doc_id,item,category,amount,price,discount
CCJ-90936,Плед флисовый 150x200,Текстиль,5,799.0,0.0
CCJ-90936,Сковорода 28см антипригарная,Посуда,1,1490.0,149.0
CCJ-90936,Швабра с насадкой микрофибра,Хозтовары,3,599.0,0.0
CCJ-90936,Порошок стиральный Ariel 3кг,Бытовая химия,3,549.0,0.0
CCJ-90936,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,18.9
CCJ-90936,Терморкружка 400мл,Кухонные аксессуары,3,499.0,74.85
HFY-21608,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,0.0
HFY-21608,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,9.45
HFY-21608,Порошок стиральный Ariel 3кг,Бытовая химия,5,549.0,0.0
HFY-21608,Плед флисовый 150x200,Текстиль,5,799.0,0.0
FOB-27818,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,0.0
ETB-37710,Корзина для белья плетёная,Хозтовары,2,699.0,0.0
XWO-23676,Набор губок для мытья 5шт,Хозтовары,2,79.0,7.9
XWO-23676,Подушка силиконовая 70x70,Текстиль,3,599.0,0.0
XWO-23676,Скатерть клетчатая 140x180,Текстиль,4,449.0,22.45
XWO-23676,Ведро с отжимом 10л,Хозтовары,3,449.0,0.0
XWO-23676,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,0.0
HPI-02966,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,6.45
NTG-27791,Корзина для белья плетёная,Хозтовары,2,699.0,69.9
NTG-27791,Набор ножей 5 предметов,Посуда,3,699.0,0.0
NTG-27791,Средство для унитаза Bref,Бытовая химия,5,89.0,13.35
NTG-27791,Полотенце махровое 70x140,Текстиль,3,349.0,17.45
TGZ-61474,Швабра с насадкой микрофибра,Хозтовары,1,599.0,0.0
TGZ-61474,Скатерть клетчатая 140x180,Текстиль,5,449.0,22.45
BVL-99520,Корзина для белья плетёная,Хозтовары,5,699.0,34.95
BVL-99520,Швабра с насадкой микрофибра,Хозтовары,5,599.0,29.95
YSZ-65456,Форма для выпечки силикон,Кухонные аксессуары,1,249.0,0.0
YSZ-65456,Комплект постельного 2-спальный,Текстиль,3,1299.0,194.85
YSZ-65456,Тарелка суповая 500мл,Посуда,4,89.0,0.0
WAT-97156,Дозатор для мыла пластик,Хозтовары,4,149.0,7.45
WAT-97156,Терморкружка 400мл,Кухонные аксессуары,3,499.0,0.0
WAT-97156,Чайник электрический 1.7л,Посуда,1,1299.0,0.0
WAT-97156,Швабра с насадкой микрофибра,Хозтовары,2,599.0,59.9
WAT-97156,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,0.0
FUG-81451,Ведро с отжимом 10л,Хозтовары,3,449.0,44.9
FUG-81451,Подушка силиконовая 70x70,Текстиль,3,599.0,89.85
FUG-81451,Дозатор для мыла пластик,Хозтовары,4,149.0,0.0
FUG-81451,Разделочная доска 40x25 бамбук,Кухонные аксессуары,3,349.0,0.0
FUG-81451,Комплект постельного 2-спальный,Текстиль,2,1299.0,129.9
PAB-16299,Скатерть клетчатая 140x180,Текстиль,1,449.0,67.35
PAB-16299,Отбеливатель Domestos 1л,Бытовая химия,1,129.0,19.35
PAB-16299,Средство для унитаза Bref,Бытовая химия,4,89.0,0.0
PAB-16299,Кастрюля 5л нержавейка,Посуда,4,999.0,0.0
PAB-16299,Подушка силиконовая 70x70,Текстиль,4,599.0,0.0
PAB-16299,Комплект постельного 2-спальный,Текстиль,5,1299.0,129.9
JPF-18742,Набор губок для мытья 5шт,Хозтовары,2,79.0,0.0
JPF-18742,Терморкружка 400мл,Кухонные аксессуары,2,499.0,24.95
UKN-32688,Подушка силиконовая 70x70,Текстиль,4,599.0,59.9
UKN-32688,Комплект постельного 2-спальный,Текстиль,5,1299.0,194.85
UKN-32688,Чистящий крем Cif 500мл,Бытовая химия,5,99.0,0.0
FKO-58518,Кастрюля 5л нержавейка,Посуда,2,999.0,0.0
FKO-58518,Средство для унитаза Bref,Бытовая химия,5,89.0,0.0
AMZ-87376,Сковорода 28см антипригарная,Посуда,1,1490.0,0.0
CRP-39320,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,14.85
NQU-53651,Средство для унитаза Bref,Бытовая химия,1,89.0,4.45
NQU-53651,Корзина для белья плетёная,Хозтовары,4,699.0,0.0
NQU-53651,Сковорода 28см антипригарная,Посуда,5,1490.0,74.5
EVY-20457,Сковорода 28см антипригарная,Посуда,1,1490.0,223.5
EVY-20457,Комплект постельного 2-спальный,Текстиль,4,1299.0,64.95
EVY-20457,Разделочная доска 40x25 бамбук,Кухонные аксессуары,5,349.0,34.9
EVY-20457,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,0.0
EVY-20457,Набор ножей 5 предметов,Посуда,2,699.0,34.95
TGX-83266,Швабра с насадкой микрофибра,Хозтовары,3,599.0,59.9
TGX-83266,Гель для посуды Fairy 900мл,Бытовая химия,2,189.0,0.0
TGX-83266,Плед флисовый 150x200,Текстиль,1,799.0,119.85
TGX-83266,Полотенце махровое 70x140,Текстиль,5,349.0,0.0
TGX-83266,Тарелка суповая 500мл,Посуда,1,89.0,13.35
VXH-85685,Дозатор для мыла пластик,Хозтовары,2,149.0,7.45
KIV-21860,Полотенце махровое 70x140,Текстиль,3,349.0,0.0
AEU-34498,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,0.0
AEU-34498,Отбеливатель Domestos 1л,Бытовая химия,1,129.0,0.0
AEU-34498,Органайзер для специй,Кухонные аксессуары,1,299.0,0.0
AEU-34498,Плед флисовый 150x200,Текстиль,4,799.0,79.9
AEU-34498,Чайник электрический 1.7л,Посуда,3,1299.0,0.0
SQB-37452,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
NTF-73160,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
NTF-73160,Полотенце махровое 70x140,Текстиль,3,349.0,0.0
NTF-73160,Тарелка суповая 500мл,Посуда,3,89.0,13.35
NTF-73160,Корзина для белья плетёная,Хозтовары,5,699.0,34.95
NTF-73160,Дозатор для мыла пластик,Хозтовары,4,149.0,14.9
NTF-73160,Терморкружка 400мл,Кухонные аксессуары,4,499.0,0.0
GDI-02076,Плед флисовый 150x200,Текстиль,5,799.0,0.0
GDI-02076,Форма для выпечки силикон,Кухонные аксессуары,5,249.0,0.0
GDI-02076,Скатерть клетчатая 140x180,Текстиль,4,449.0,0.0
GDI-02076,Набор ножей 5 предметов,Посуда,3,699.0,0.0
GDI-02076,Корзина для белья плетёная,Хозтовары,1,699.0,104.85
LZE-53482,Ведро с отжимом 10л,Хозтовары,2,449.0,0.0
LZE-53482,Средство для унитаза Bref,Бытовая химия,3,89.0,8.9
LZE-53482,Тарелка суповая 500мл,Посуда,3,89.0,0.0
LZE-53482,Терморкружка 400мл,Кухонные аксессуары,3,499.0,74.85
LZE-53482,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,0.0
EZD-82852,Чайник электрический 1.7л,Посуда,4,1299.0,129.9
HLG-07265,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,14.85
HLG-07265,Скатерть клетчатая 140x180,Текстиль,1,449.0,44.9
HLG-07265,Средство для унитаза Bref,Бытовая химия,2,89.0,0.0
HLG-07265,Форма для выпечки силикон,Кухонные аксессуары,4,249.0,0.0
TQL-98516,Гель для посуды Fairy 900мл,Бытовая химия,1,189.0,0.0
TQL-98516,Швабра с насадкой микрофибра,Хозтовары,1,599.0,29.95
TQL-98516,Плед флисовый 150x200,Текстиль,2,799.0,0.0
TQL-98516,Терморкружка 400мл,Кухонные аксессуары,3,499.0,0.0
DWC-96290,Полотенце махровое 70x140,Текстиль,4,349.0,52.35
DWC-96290,Отбеливатель Domestos 1л,Бытовая химия,2,129.0,12.9
BEF-27139,Чайник электрический 1.7л,Посуда,3,1299.0,194.85
BEF-27139,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,0.0
BEF-27139,Комплект постельного 2-спальный,Текстиль,2,1299.0,64.95
DHW-89444,Отбеливатель Domestos 1л,Бытовая химия,3,129.0,12.9
DHW-89444,Дозатор для мыла пластик,Хозтовары,4,149.0,14.9
DHW-89444,Скатерть клетчатая 140x180,Текстиль,5,449.0,22.45
DHW-89444,Тарелка суповая 500мл,Посуда,3,89.0,0.0
DHW-89444,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,0.0
DHW-89444,Форма для выпечки силикон,Кухонные аксессуары,5,249.0,0.0
FWQ-05801,Сковорода 28см антипригарная,Посуда,2,1490.0,74.5
FWQ-05801,Комплект постельного 2-спальный,Текстиль,2,1299.0,0.0
FWQ-05801,Разделочная доска 40x25 бамбук,Кухонные аксессуары,2,349.0,0.0
FWQ-05801,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
MQY-70606,Подушка силиконовая 70x70,Текстиль,2,599.0,89.85
MQY-70606,Гель для посуды Fairy 900мл,Бытовая химия,1,189.0,9.45
